File,File_gb,Title,Genre,TMDB ID,Year,Length,TMDB Link,Description,Rating,Toloka Link,Rutracker Link,Poster,Trailer
G:/Movies\2020\Critical Thinking (2020).avi,1.46,Critical Thinking,['Drama'],665877,2020,117,https://www.themoviedb.org/movie/665877,"Based on a true story from 1998, five Latino and Black teenagers from the toughest underserved ghetto in Miami fight their way into the National Chess Championship under the guidance of their unconventional but inspirational teacher.",6.575,https://toloka.to/tracker.php?nm=Critical Thinking,https://rutracker.org/forum/tracker.php?nm=Critical Thinking,https://image.tmdb.org/t/p/w200/l1OR2xTnOOX95KGrS3dm5YQopy5.jpg,https://www.youtube.com/watch?v=hox3ulTPFbc
G:/Movies\2020\Emma (2020).mkv,4.46,Emma,"['Romance', 'Comedy', 'Drama']",3573,2020,121,https://www.themoviedb.org/movie/3573,"Emma Woodhouse is a congenial young lady who delights in meddling in other people’s affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.",6.665,https://toloka.to/tracker.php?nm=Emma,https://rutracker.org/forum/tracker.php?nm=Emma,https://image.tmdb.org/t/p/w200/rDj805Hdkhj0xrIaqXxUj2SbxZo.jpg,https://www.youtube.com/watch?v=Qqt3MYX2i0I
G:/Movies\2020\Fatale (2020).mkv,11.2,Fatale,"['Drama', 'Thriller']",549514,2020,102,https://www.themoviedb.org/movie/549514,"After a one-night stand, a successful married man finds himself entangled and tricked in a female detective's latest investigation murder scheme.",6.0,https://toloka.to/tracker.php?nm=Fatale,https://rutracker.org/forum/tracker.php?nm=Fatale,https://image.tmdb.org/t/p/w200/tGFXEyESXIuei5tZWXRkSRSFSxi.jpg,https://www.youtube.com/watch?v=tPWURGgKJ7o
G:/Movies\2020\French Exit (2020).mkv,3.73,French Exit,"['Comedy', 'Drama']",599960,2020,113,https://www.themoviedb.org/movie/599960,"“My plan was to die before the money ran out,” says 60-year-old penniless Manhattan socialite Frances Price, but things didn’t go as planned. Her husband Franklin has been dead for 12 years and with his vast inheritance gone, she cashes in the last of her possessions and resolves to live out her twilight days anonymously in a borrowed apartment in Paris, accompanied by her directionless son Malcolm and a cat named Small Frank—who may or may not embody the spirit of Frances’s dead husband.",5.7,https://toloka.to/tracker.php?nm=French Exit,https://rutracker.org/forum/tracker.php?nm=French Exit,https://image.tmdb.org/t/p/w200/9fyG5y5czwDVOSRsrkSjaob1Hsc.jpg,https://www.youtube.com/watch?v=bqMJeE15YiA
G:/Movies\2020\Gott Du Kannst Ein Arsch Sein (2020).mkv,3.38,"God, You’re Such a Prick","['Romance', 'Drama', 'Comedy']",717637,2020,98,https://www.themoviedb.org/movie/717637,"16-year old Steffi just graduated from high school and is very much looking forward to her class trip to Paris where she has promised her boyfriend Fabian the romantic night that she has kept him waiting for so long. Her lifelong plan to join the police forces is already set up, her adult life is right around the corner. At a routine health check-up, just before the trip to Paris, Steffi and her parents are faced with a shattering diagnosis ...",6.333,"https://toloka.to/tracker.php?nm=God, You’re Such a Prick","https://rutracker.org/forum/tracker.php?nm=God, You’re Such a Prick",https://image.tmdb.org/t/p/w200/nAN0VystCSvKGt2Xl3eo1AYjkaC.jpg,https://www.youtube.com/watch?v=447096437
G:/Movies\2020\Greyhound (2020).mkv,2.81,Greyhound,"['War', 'Action', 'Drama']",516486,2020,92,https://www.themoviedb.org/movie/516486,"A first-time captain leads a convoy of allied ships carrying thousands of soldiers across the treacherous waters of the ""Black Pit"" to the front lines of WWII. With no air cover protection for 5 days, the captain and his convoy must battle the surrounding enemy Nazi U-boats in order to give the allies a chance to win the war.",7.409,https://toloka.to/tracker.php?nm=Greyhound,https://rutracker.org/forum/tracker.php?nm=Greyhound,https://image.tmdb.org/t/p/w200/kjMbDciooTbJPofVXgAoFjfX8Of.jpg,https://www.youtube.com/watch?v=5Byeq_hyh2U
G:/Movies\2020\Holly Slept Over (2020).mkv,3.05,Holly Slept Over,['Comedy'],641483,2020,87,https://www.themoviedb.org/movie/641483,Audra confesses to her husband Noel that she had a lesbian fling in college with her roommate Holly. Things turn upside down when Holly visits their house and Noel suggests the idea of having a threesome after getting the idea stuck in his head from his friend Pete.,5.8,https://toloka.to/tracker.php?nm=Holly Slept Over,https://rutracker.org/forum/tracker.php?nm=Holly Slept Over,https://image.tmdb.org/t/p/w200/pQt9IC25jeJ0r1T4q6i29qDca3y.jpg,https://www.youtube.com/watch?v=nwbpMcRSIN4
G:/Movies\2020\Im Thinking Of Ending Things (2020).mkv,1.46,I'm Thinking of Ending Things,"['Drama', 'Fantasy', 'Mystery', 'Thriller']",500840,2020,135,https://www.themoviedb.org/movie/500840,Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.,6.583,https://toloka.to/tracker.php?nm=I'm Thinking of Ending Things,https://rutracker.org/forum/tracker.php?nm=I'm Thinking of Ending Things,https://image.tmdb.org/t/p/w200/5ynWWapdl45hJXUh0KIevxSG9JQ.jpg,https://www.youtube.com/watch?v=cDTg62vsV4U
G:/Movies\2020\Inheritance (2020).mkv,4.81,Inheritance,"['Drama', 'Mystery', 'Thriller']",602147,2020,110,https://www.themoviedb.org/movie/602147,"The patriarch of a wealthy and powerful family suddenly passes away, leaving his wife and daughter with a shocking secret inheritance that threatens to unravel and destroy their lives.",6.349,https://toloka.to/tracker.php?nm=Inheritance,https://rutracker.org/forum/tracker.php?nm=Inheritance,https://image.tmdb.org/t/p/w200/l13mt3oHErSkkqJbN1bjzgtK0Vq.jpg,https://www.youtube.com/watch?v=3q7JOLZxjqY
G:/Movies\2020\Irresistible (2020).mkv,6.02,Irresistible,"['Comedy', 'Drama']",595148,2020,101,https://www.themoviedb.org/movie/595148,"A Democratic political consultant helps a retired Marine colonel run for mayor in a small, conservative Wisconsin town.",6.059,https://toloka.to/tracker.php?nm=Irresistible,https://rutracker.org/forum/tracker.php?nm=Irresistible,https://image.tmdb.org/t/p/w200/hUpYDriYa5YkwwxeafUsowTweBg.jpg,https://www.youtube.com/watch?v=0vhaAoSm1NY
G:/Movies\2020\La Daronne (2020).mkv,9.28,Mama Weed,"['Crime', 'Drama', 'Comedy']",575463,2020,104,https://www.themoviedb.org/movie/575463,A translator working for the police gets involved in the other side of drug dealing.,5.8,https://toloka.to/tracker.php?nm=Mama Weed,https://rutracker.org/forum/tracker.php?nm=Mama Weed,https://image.tmdb.org/t/p/w200/ykXCevEZyEjiT8dMg8a8DDPrN3e.jpg,https://www.youtube.com/watch?v=VxJ64hB0G_I
G:/Movies\2020\Le Bonheur Des Uns (2020).mkv,3.86,A Friendly Tale...,['Comedy'],598049,2020,104,https://www.themoviedb.org/movie/598049,"Lea and her husband Marc have known Francis and his wife Karine for a very long time.  Over the years, each one of them has been assigned a specific role.  The balance and dynamic of the group is blown up when Lea decides to write a novel, which turns into an immediate bestseller…",5.829,https://toloka.to/tracker.php?nm=A Friendly Tale...,https://rutracker.org/forum/tracker.php?nm=A Friendly Tale...,https://image.tmdb.org/t/p/w200/aKdhN3xHcvCjcaOoaGPZtbxqOiW.jpg,N/A
G:/Movies\2020\Let Him Go (2020).mkv,5.72,Let Him Go,"['Thriller', 'Crime', 'Western']",596161,2020,114,https://www.themoviedb.org/movie/596161,"Following the loss of their son, a retired sheriff and his wife leave their Montana ranch to rescue their young grandson from the clutches of a dangerous family living off the grid in the Dakotas.",6.814,https://toloka.to/tracker.php?nm=Let Him Go,https://rutracker.org/forum/tracker.php?nm=Let Him Go,https://image.tmdb.org/t/p/w200/EsLZoT8oHhQlGd1QpdbnvnwTzO.jpg,https://www.youtube.com/watch?v=bE8pwEF-3TI
G:/Movies\2020\Lost Girls And Love Hotels (2020).mkv,6.84,Lost Girls & Love Hotels,['Drama'],479259,2020,97,https://www.themoviedb.org/movie/479259,"Searching for escape in Tokyo's back alleys, a haunted English teacher explores love and lust with a dashing Yakuza, as their tumultuous affair takes her on a journey through the city's dive bars and three-hour love hotels.",5.39,https://toloka.to/tracker.php?nm=Lost Girls & Love Hotels,https://rutracker.org/forum/tracker.php?nm=Lost Girls & Love Hotels,https://image.tmdb.org/t/p/w200/vQgXwuJrlpzGDI8169tRQRy71Nv.jpg,https://www.youtube.com/watch?v=447523697
G:/Movies\2020\Ma Raineys Black Bottom (2020).mkv,4.57,Ma Rainey's Black Bottom,"['Drama', 'Music']",615667,2020,94,https://www.themoviedb.org/movie/615667,Tensions rise when the trailblazing Mother of the Blues and her band gather at a Chicago recording studio in 1927. Adapted from August Wilson's play.,6.671,https://toloka.to/tracker.php?nm=Ma Rainey's Black Bottom,https://rutracker.org/forum/tracker.php?nm=Ma Rainey's Black Bottom,https://image.tmdb.org/t/p/w200/pvtyxijaBrCSbByXLcUIDDSvc40.jpg,https://www.youtube.com/watch?v=ord7gP151vk
G:/Movies\2020\Made In Italy (2020).mkv,6.33,Made in Italy,"['Comedy', 'Drama']",659991,2020,94,https://www.themoviedb.org/movie/659991,A bohemian artist travels from London to Italy with his estranged son to sell the house they inherited from his late wife.,5.983,https://toloka.to/tracker.php?nm=Made in Italy,https://rutracker.org/forum/tracker.php?nm=Made in Italy,https://image.tmdb.org/t/p/w200/dKjD3DTZjRI3Ipkf7Oz5zAILnwD.jpg,https://www.youtube.com/watch?v=tJHcv0Pm0RU
G:/Movies\2020\Mank (2020).mkv,2.06,Mank,"['Drama', 'History']",614560,2020,132,https://www.themoviedb.org/movie/614560,1930s Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane.,6.706,https://toloka.to/tracker.php?nm=Mank,https://rutracker.org/forum/tracker.php?nm=Mank,https://image.tmdb.org/t/p/w200/4yzTcAtvzyZLLto4z04xobUK9el.jpg,https://www.youtube.com/watch?v=aSfX-nrg-lI
G:/Movies\2020\Minari (2020).avi,1.41,Minari,['Drama'],615643,2020,115,https://www.themoviedb.org/movie/615643,"A Korean American family moves to an Arkansas farm in search of its own American dream. Amidst the challenges of this new life in the strange and rugged Ozarks, they discover the undeniable resilience of family and what really makes a home.",7.345,https://toloka.to/tracker.php?nm=Minari,https://rutracker.org/forum/tracker.php?nm=Minari,https://image.tmdb.org/t/p/w200/6mPNdmjdbVKPITv3LLCmQoKs9Zw.jpg,https://www.youtube.com/watch?v=KQ0gFidlro8
G:/Movies\2020\Misbehaviour (2020).mkv,10.78,Misbehaviour,"['Drama', 'History', 'Comedy']",567965,2020,107,https://www.themoviedb.org/movie/567965,"A group of women involved in the Women's Liberation Movement hatched a plan to invade the stage and disrupt the live broadcast at the 1970 Miss World competition in London, resulting in overnight fame for the newly-formed organization. When the show resumed, the results caused an uproar and turned the Western ideal of beauty on its head.",6.418,https://toloka.to/tracker.php?nm=Misbehaviour,https://rutracker.org/forum/tracker.php?nm=Misbehaviour,https://image.tmdb.org/t/p/w200/o1SoYYvxG4bWTXp4wNWt5sKQf1E.jpg,https://www.youtube.com/watch?v=gqDG5MJAbB4
G:/Movies\2020\News Of The World (2020).mkv,6.95,News of the World,"['Drama', 'Western', 'Adventure']",581032,2020,118,https://www.themoviedb.org/movie/581032,"A Texan traveling across the wild West bringing the news of the world to local townspeople, agrees to help rescue a young girl who was kidnapped.",6.97,https://toloka.to/tracker.php?nm=News of the World,https://rutracker.org/forum/tracker.php?nm=News of the World,https://image.tmdb.org/t/p/w200/fYQCgVRsQTEfUrP7cW5iAFVYOlh.jpg,https://www.youtube.com/watch?v=zTZDb_iKooI
G:/Movies\2020\Nomadland (2020).mkv,4.79,Nomadland,['Drama'],581734,2020,108,https://www.themoviedb.org/movie/581734,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",7.208,https://toloka.to/tracker.php?nm=Nomadland,https://rutracker.org/forum/tracker.php?nm=Nomadland,https://image.tmdb.org/t/p/w200/k5XzjWihzum1YgLMlqRDRZDmVMn.jpg,https://www.youtube.com/watch?v=BZ4o4jwSaHk
G:/Movies\2020\Nowhere Special (2020).mkv,4.16,Nowhere Special,['Drama'],728142,2020,96,https://www.themoviedb.org/movie/728142,"John, a 35-year-old window cleaner, has dedicated his life to bringing up his 4-year-old son, Michael, after the child's mother left them soon after giving birth. When John is given only a few months left to live, he attempts to find a new, perfect family for Michael, determined to shield him from the terrible reality of the situation.",7.2,https://toloka.to/tracker.php?nm=Nowhere Special,https://rutracker.org/forum/tracker.php?nm=Nowhere Special,https://image.tmdb.org/t/p/w200/mtDRzvs6CGH164aYQ9AnlRGXAuw.jpg,https://www.youtube.com/watch?v=ZKPNVZ4pFgw
G:/Movies\2020\Pieces Of A Woman (2020).mkv,6.72,Pieces of a Woman,['Drama'],641662,2020,127,https://www.themoviedb.org/movie/641662,"When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.",7.04,https://toloka.to/tracker.php?nm=Pieces of a Woman,https://rutracker.org/forum/tracker.php?nm=Pieces of a Woman,https://image.tmdb.org/t/p/w200/OgUfLlhfBFx5BPK6LzBWFvBW1w.jpg,https://www.youtube.com/watch?v=1zLKbMAZNGI
G:/Movies\2020\Pixie (2020).mkv,3.37,Pixie,"['Comedy', 'Crime', 'Thriller']",651610,2020,93,https://www.themoviedb.org/movie/651610,"To avenge her mother's death, Pixie masterminds a heist but must flee across Ireland from gangsters, take on the patriarchy, and choose her own destiny.",5.839,https://toloka.to/tracker.php?nm=Pixie,https://rutracker.org/forum/tracker.php?nm=Pixie,https://image.tmdb.org/t/p/w200/zvQpvZneVLM3dssUyqYvnQsHovk.jpg,https://www.youtube.com/watch?v=_Hyy1pszf0o
G:/Movies\2020\Retfærdighedens Ryttere (2020).mkv,5.73,Riders of Justice,"['Action', 'Comedy', 'Drama']",663870,2020,116,https://www.themoviedb.org/movie/663870,"Markus returns home to care for his daughter when his wife dies in a tragic train accident. However, when a survivor of the wreck surfaces and claims foul play, Markus suspects his wife was murdered and embarks on a mission to find those responsible.",7.276,https://toloka.to/tracker.php?nm=Riders of Justice,https://rutracker.org/forum/tracker.php?nm=Riders of Justice,https://image.tmdb.org/t/p/w200/sshNnwmQLk720iBQ0dZg3GVGKfK.jpg,https://www.youtube.com/watch?v=j9Okx5teGBQ
G:/Movies\2020\Run (2020).mkv,2.59,Run,"['Thriller', 'Horror', 'Drama']",546121,2020,90,https://www.themoviedb.org/movie/546121,"Chloe, a teenager who is confined to a wheelchair, is homeschooled by her mother, Diane. Chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark secret.",7.255,https://toloka.to/tracker.php?nm=Run,https://rutracker.org/forum/tracker.php?nm=Run,https://image.tmdb.org/t/p/w200/ilHG4EayOVoYeKqslspY3pR4wzC.jpg,https://www.youtube.com/watch?v=z_v0icKzgw0
G:/Movies\2020\She's In Portland (2020).mkv,1.54,She's In Portland,['Drama'],664498,2020,100,https://www.themoviedb.org/movie/664498,"Two college friends, now in their thirties, admire each others' lives and feel trapped in their own. Wes, tied to a demanding career and responsibilities to family, extends a work trip to drag his dispirited artist friend Luke to find Luke's ""one that got away.""",5.8,https://toloka.to/tracker.php?nm=She's In Portland,https://rutracker.org/forum/tracker.php?nm=She's In Portland,https://image.tmdb.org/t/p/w200/eYFNEfVBE86Z08T9vpo5hC0dAD3.jpg,https://www.youtube.com/watch?v=PgN4vWux0GQ
G:/Movies\2020\Superintelligence (2020).mkv,1.67,Superintelligence,"['Comedy', 'Science Fiction', 'Romance']",521007,2020,106,https://www.themoviedb.org/movie/521007,"When an all-powerful Superintelligence chooses to study the most average person on Earth, Carol Peters, the fate of the world hangs in the balance. As the A.I. decides to enslave, save or destroy humanity, it’s up to Carol to prove that people are worth saving.",6.002,https://toloka.to/tracker.php?nm=Superintelligence,https://rutracker.org/forum/tracker.php?nm=Superintelligence,https://image.tmdb.org/t/p/w200/podzoGfamoxObotrMMoH2WIc8nj.jpg,https://www.youtube.com/watch?v=XN6JawOGvpM
G:/Movies\2020\Tesla (2020).mkv,9.79,Tesla,"['History', 'Drama']",517412,2020,102,https://www.themoviedb.org/movie/517412,"The story of the Promethean struggles of Nikola Tesla, as he attempts to transcend entrenched technology—including his own previous work—by pioneering a system of wireless energy that would change the world.",5.867,https://toloka.to/tracker.php?nm=Tesla,https://rutracker.org/forum/tracker.php?nm=Tesla,https://image.tmdb.org/t/p/w200/v0guO0krvyz8IfKGxEje04LVM9d.jpg,https://www.youtube.com/watch?v=OqCD9wRdOUE
G:/Movies\2020\The Banker (2020).mkv,12.43,The Banker,['Drama'],627725,2020,120,https://www.themoviedb.org/movie/627725,"In the 1960s, two entrepreneurs hatch an ingenious business plan to fight for housing integration—and equal access to the American Dream.",7.638,https://toloka.to/tracker.php?nm=The Banker,https://rutracker.org/forum/tracker.php?nm=The Banker,https://image.tmdb.org/t/p/w200/biXzsw22U6vSd0XktmZwAOc4uik.jpg,https://www.youtube.com/watch?v=J_-nk9-sMus
G:/Movies\2020\The Call Of The Wild (2020).mkv,8.79,The Call of the Wild,"['Adventure', 'Family', 'Drama']",481848,2020,100,https://www.themoviedb.org/movie/481848,"Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",7.562,https://toloka.to/tracker.php?nm=The Call of the Wild,https://rutracker.org/forum/tracker.php?nm=The Call of the Wild,https://image.tmdb.org/t/p/w200/33VdppGbeNxICrFUtW2WpGHvfYc.jpg,https://www.youtube.com/watch?v=5P8R2zAhEwg
G:/Movies\2020\The Devil All The Time (2020).mkv,8.32,The Devil All the Time,"['Crime', 'Drama', 'Thriller']",499932,2020,138,https://www.themoviedb.org/movie/499932,"In Knockemstiff, Ohio and its neighboring backwoods, sinister characters converge around young Arvin Russell as he fights the evil forces that threaten him and his family.",7.209,https://toloka.to/tracker.php?nm=The Devil All the Time,https://rutracker.org/forum/tracker.php?nm=The Devil All the Time,https://image.tmdb.org/t/p/w200/v3wGDRhnik4HSuaMzATkgaqDJLS.jpg,https://www.youtube.com/watch?v=EIzazUv2gtI
G:/Movies\2020\The Kid Detective (2020).mkv,3.45,The Kid Detective,"['Comedy', 'Drama', 'Mystery']",720755,2020,99,https://www.themoviedb.org/movie/720755,"A once-celebrated kid detective, now 31, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend.",6.613,https://toloka.to/tracker.php?nm=The Kid Detective,https://rutracker.org/forum/tracker.php?nm=The Kid Detective,https://image.tmdb.org/t/p/w200/2WrT8AZUcDicvf5m8KVgspQEHK3.jpg,https://www.youtube.com/watch?v=KEyiKNXsVGo
G:/Movies\2020\The Life Ahead (2020).mkv,3.33,The Life Ahead,['Drama'],667869,2020,94,https://www.themoviedb.org/movie/667869,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.",6.7,https://toloka.to/tracker.php?nm=The Life Ahead,https://rutracker.org/forum/tracker.php?nm=The Life Ahead,https://image.tmdb.org/t/p/w200/6oTn5kXRS84exXTC7XcqotKZu9B.jpg,https://www.youtube.com/watch?v=a0ejncDxgCc
